,Temperature,Humidity,Light,CO2,HumidityRatio,date,Occupancy
67,22.29,27.39,0.0,614.0,0.0045590561485227,2015-02-04 18:56:59,
68,22.29,27.34,0.0,613.5,0.0045506727766926,2015-02-04 18:58:00,
69,22.29,27.34,0.0,611.0,0.0045506727766926,2015-02-04 18:59:00,
70,22.29,27.39,0.0,612.0,0.0045590561485227,2015-02-04 19:00:00,
71,22.29,27.29,0.0,608.0,0.0045422896291988,2015-02-04 19:01:00,
72,22.29,27.29,0.0,605.5,0.0045422896291988,2015-02-04 19:01:59,
73,22.2675,27.315,0.0,608.5,0.0045402135802302,2015-02-04 19:02:59,
74,22.2,27.29,0.0,608.5,0.0045172881934999,2015-02-04 19:04:00,
75,22.245,27.29,0.0,602.5,0.0045297736958595,2015-02-04 19:05:00,
76,22.2,27.29,0.0,598.0,0.0045172881934999,2015-02-04 19:06:00,
77,22.2,27.29,0.0,595.0,0.0045172881934999,2015-02-04 19:07:00,
78,22.2,27.29,0.0,591.0,0.0045172881934999,2015-02-04 19:08:00,
79,22.245,27.245,0.0,591.0,0.0045222499936474,2015-02-04 19:08:59,
80,22.2,27.2,0.0,595.0,0.0045022827427646,2015-02-04 19:09:59,
81,22.2,27.29,0.0,594.333333333333,0.0045172881934999,2015-02-04 19:11:00,
82,22.2,27.29,0.0,593.5,0.0045172881934999,2015-02-04 19:12:00,
83,22.2,27.29,0.0,592.0,0.0045172881934999,2015-02-04 19:13:00,
84,22.15,27.245,0.0,586.5,0.0044959713579516,2015-02-04 19:14:00,
85,22.2,27.2,0.0,586.0,0.0045022827427646,2015-02-04 19:14:59,
86,22.15,27.245,0.0,586.0,0.0044959713579516,2015-02-04 19:15:59,
87,22.2,27.245,0.0,584.5,0.0045097853782839,2015-02-04 19:17:00,
88,22.1,27.245,0.0,584.5,0.0044821946765548,2015-02-04 19:18:00,
89,22.1,27.2,0.0,585.5,0.0044747382697237,2015-02-04 19:19:00,
90,22.1333333333333,27.2,0.0,584.666666666667,0.0044839031982145,2015-02-04 19:20:00,
91,22.2,27.2,0.0,577.0,0.0045022827427646,2015-02-04 19:21:00,
92,22.1,27.2,0.0,580.0,0.0044747382697237,2015-02-04 19:21:59,
93,22.125,27.2,0.0,582.0,0.0044816104151714,2015-02-04 19:23:00,
94,22.2,27.2,0.0,580.0,0.0045022827427646,2015-02-04 19:24:00,
95,22.1,27.15,0.0,578.0,0.0044664535814123,2015-02-04 19:25:00,
96,22.1,27.2,0.0,576.5,0.0044747382697237,2015-02-04 19:25:59,
97,22.1,27.2,0.0,580.0,0.0044747382697237,2015-02-04 19:27:00,
98,22.1,27.2,0.0,572.5,0.0044747382697237,2015-02-04 19:27:59,
99,22.1,27.2,0.0,567.0,0.0044747382697237,2015-02-04 19:28:59,
100,22.1,27.2,0.0,568.0,0.0044747382697237,2015-02-04 19:30:00,
101,22.1,27.2,0.0,574.5,0.0044747382697237,2015-02-04 19:31:00,
102,22.1,27.2,0.0,564.333333333333,0.0044747382697237,2015-02-04 19:32:00,
103,22.1,27.2,0.0,563.0,0.0044747382697237,2015-02-04 19:33:00,
104,22.1,27.15,0.0,564.5,0.0044664535814123,2015-02-04 19:34:00,
105,22.0666666666667,27.1666666666667,0.0,566.333333333333,0.0044600780916704,2015-02-04 19:34:59,
106,22.1,27.1,0.0,562.0,0.0044581691122164,2015-02-04 19:36:00,
107,22.0,27.1,0.0,565.5,0.0044308755512491,2015-02-04 19:37:00,
108,22.0,27.1,0.0,570.0,0.0044308755512491,2015-02-04 19:38:00,
109,22.05,27.15,0.0,562.0,0.0044527627463623,2015-02-04 19:38:59,
110,22.0,27.1,0.0,560.0,0.0044308755512491,2015-02-04 19:40:00,
111,22.0,27.1,0.0,558.0,0.0044308755512491,2015-02-04 19:40:59,
112,22.0,27.1,0.0,556.0,0.0044308755512491,2015-02-04 19:41:59,
113,22.0,27.1,0.0,557.0,0.0044308755512491,2015-02-04 19:43:00,
114,21.9175,27.1,0.0,556.5,0.0044084694316274,2015-02-04 19:44:00,
115,21.945,27.1,0.0,557.5,0.0044159270076148,2015-02-04 19:45:00,
116,21.9266666666667,27.1,0.0,555.0,0.0044109540549776,2015-02-04 19:46:00,
117,21.89,27.1,0.0,555.0,0.0044010229670859,2015-02-04 19:46:59,
118,21.89,27.1,0.0,553.0,0.0044010229670859,2015-02-04 19:47:59,
119,21.89,27.1,0.0,549.5,0.0044010229670859,2015-02-04 19:49:00,
120,21.89,27.1,0.0,548.5,0.0044010229670859,2015-02-04 19:50:00,
121,21.89,27.1,0.0,551.5,0.0044010229670859,2015-02-04 19:51:00,
122,21.89,27.1,0.0,548.5,0.0044010229670859,2015-02-04 19:52:00,
123,21.89,27.1,0.0,548.0,0.0044010229670859,2015-02-04 19:53:00,
124,21.89,27.1,0.0,547.5,0.0044010229670859,2015-02-04 19:53:59,
125,21.89,27.1,0.0,553.0,0.0044010229670859,2015-02-04 19:54:59,
126,21.84,27.1,0.0,547.5,0.0043875123613343,2015-02-04 19:56:00,
127,21.8566666666667,27.1,0.0,548.666666666667,0.004392011825806,2015-02-04 19:57:00,
128,21.79,27.1,0.0,540.0,0.004374038354454,2015-02-04 19:58:00,
129,21.79,27.1,0.0,538.0,0.004374038354454,2015-02-04 19:59:00,
130,21.79,27.1,0.0,542.0,0.004374038354454,2015-02-04 19:59:59,
131,21.79,27.1,0.0,542.0,0.004374038354454,2015-02-04 20:00:59,
132,21.79,27.1,0.0,538.0,0.004374038354454,2015-02-04 20:02:00,
133,21.79,27.1,0.0,537.666666666667,0.004374038354454,2015-02-04 20:03:00,
134,21.79,27.1,0.0,537.5,0.004374038354454,2015-02-04 20:04:00,
135,21.79,27.1,0.0,536.0,0.004374038354454,2015-02-04 20:05:00,
136,21.745,27.1,0.0,534.5,0.004361942969453,2015-02-04 20:06:00,
137,21.7,27.1,0.0,532.5,0.0043498770977448,2015-02-04 20:06:59,
138,21.76,27.1,0.0,530.0,0.0043659714821212,2015-02-04 20:08:00,
139,21.745,27.05,0.0,529.5,0.004353838771225,2015-02-04 20:09:00,
140,21.79,27.05,0.0,531.0,0.004365911527171,2015-02-04 20:10:00,
141,21.73,27.0,0.0,533.333333333333,0.0043417246100049,2015-02-04 20:10:59,
142,21.745,27.0,0.0,531.0,0.004345734782707,2015-02-04 20:12:00,
143,21.745,27.0,0.0,529.0,0.004345734782707,2015-02-04 20:12:59,
144,21.745,27.0,0.0,528.5,0.004345734782707,2015-02-04 20:13:59,
145,21.7,27.0,0.0,525.0,0.004333714055788,2015-02-04 20:15:00,
146,21.7,27.0,0.0,528.5,0.004333714055788,2015-02-04 20:16:00,
147,21.7,27.0,0.0,530.5,0.004333714055788,2015-02-04 20:17:00,
148,21.7,26.89,0.0,528.0,0.0043159356730849,2015-02-04 20:18:00,
149,21.7,26.89,0.0,526.0,0.0043159356730849,2015-02-04 20:19:00,
150,21.7,26.89,0.0,530.0,0.0043159356730849,2015-02-04 20:19:59,
151,21.7,26.89,0.0,533.333333333333,0.0043159356730849,2015-02-04 20:21:00,
152,21.7,26.89,0.0,529.0,0.0043159356730849,2015-02-04 20:22:00,
153,21.7,26.89,0.0,528.0,0.0043159356730849,2015-02-04 20:23:00,
154,21.7,26.89,0.0,526.0,0.0043159356730849,2015-02-04 20:23:59,
155,21.7,26.89,0.0,526.0,0.0043159356730849,2015-02-04 20:25:00,
156,21.7,26.79,0.0,521.0,0.004299774382784,2015-02-04 20:25:59,
157,21.7,26.79,0.0,518.0,0.004299774382784,2015-02-04 20:26:59,
158,21.7,26.79,0.0,515.5,0.004299774382784,2015-02-04 20:28:00,
159,21.7,26.79,0.0,520.0,0.004299774382784,2015-02-04 20:29:00,
160,21.7,26.7675,0.0,523.5,0.0042961382074072,2015-02-04 20:30:00,
161,21.7,26.79,0.0,525.5,0.004299774382784,2015-02-04 20:31:00,
162,21.7,26.79,0.0,525.5,0.004299774382784,2015-02-04 20:31:59,
163,21.7,26.79,0.0,514.0,0.004299774382784,2015-02-04 20:32:59,
164,21.7,26.7,0.0,518.0,0.0042852299346037,2015-02-04 20:34:00,
165,21.7,26.7,0.0,518.0,0.0042852299346037,2015-02-04 20:35:00,
166,21.7,26.7,0.0,520.0,0.0042852299346037,2015-02-04 20:36:00,
167,21.6,26.7,0.0,521.0,0.0042589218620879,2015-02-04 20:37:00,
168,21.6,26.6,0.0,518.0,0.0042428620368527,2015-02-04 20:38:00,
169,21.6,26.65,0.0,517.0,0.0042508918465092,2015-02-04 20:38:59,
170,21.6,26.6,0.0,511.5,0.0042428620368527,2015-02-04 20:39:59,
171,21.65,26.65,0.0,514.0,0.0042640030849451,2015-02-04 20:41:00,
172,21.6,26.55,0.0,515.5,0.0042348324331106,2015-02-04 20:42:00,
173,21.6,26.5,0.0,517.0,0.0042268030352749,2015-02-04 20:43:00,
174,21.6,26.5,0.0,515.0,0.0042268030352749,2015-02-04 20:44:00,
175,21.6,26.5,0.0,512.0,0.0042268030352749,2015-02-04 20:44:59,
176,21.6,26.5,0.0,515.0,0.0042268030352749,2015-02-04 20:45:59,
177,21.65,26.55,0.0,511.0,0.0042478938027101,2015-02-04 20:47:00,
178,21.6,26.5,0.0,514.0,0.0042268030352749,2015-02-04 20:48:00,
179,21.6,26.445,0.0,508.0,0.004217970935468,2015-02-04 20:49:00,
180,21.6,26.4725,0.0,509.75,0.00422238695423,2015-02-04 20:50:00,
181,21.6,26.445,0.0,508.75,0.004217970935468,2015-02-04 20:51:00,
182,21.6,26.445,0.0,508.5,0.004217970935468,2015-02-04 20:51:59,
183,21.6,26.39,0.0,507.0,0.0042091390847878,2015-02-04 20:53:00,
184,21.6,26.39,0.0,507.0,0.0042091390847878,2015-02-04 20:54:00,
185,21.6,26.39,0.0,503.5,0.0042091390847878,2015-02-04 20:55:00,
186,21.6,26.39,0.0,504.0,0.0042091390847878,2015-02-04 20:55:59,
187,21.6,26.39,0.0,504.0,0.0042091390847878,2015-02-04 20:57:00,
188,21.575,26.315,0.0,500.5,0.0041906371261489,2015-02-04 20:57:59,
189,21.6,26.29,0.0,500.0,0.0041930818126841,2015-02-04 20:58:59,
190,21.6,26.29,0.0,503.5,0.0041930818126841,2015-02-04 21:00:00,
191,21.55,26.245,0.0,503.0,0.0041729820221962,2015-02-04 21:01:00,
192,21.55,26.245,0.0,502.5,0.0041729820221962,2015-02-04 21:02:00,
193,21.5,26.2,0.0,502.0,0.004152962010384,2015-02-04 21:03:00,
194,21.5666666666667,26.2,0.0,502.0,0.0041700591491723,2015-02-04 21:04:00,
195,21.5,26.2,0.0,502.5,0.004152962010384,2015-02-04 21:04:59,
196,21.5,26.2,0.0,497.0,0.004152962010384,2015-02-04 21:06:00,
197,21.5,26.15,0.0,501.5,0.0041449836951418,2015-02-04 21:07:00,
198,21.5,26.15,0.0,504.0,0.0041449836951418,2015-02-04 21:08:00,
199,21.5,26.1,0.0,501.0,0.0041370055832131,2015-02-04 21:08:59,
200,21.5,26.1,0.0,493.75,0.0041370055832131,2015-02-04 21:10:00,
201,21.5,26.1,0.0,500.0,0.0041370055832131,2015-02-04 21:10:59,
202,21.5,26.1,0.0,504.5,0.0041370055832131,2015-02-04 21:11:59,
203,21.5,26.05,0.0,504.0,0.0041290276745903,2015-02-04 21:13:00,
204,21.5,26.1,0.0,501.0,0.0041370055832131,2015-02-04 21:14:00,
205,21.5,26.0,0.0,499.0,0.0041210499692655,2015-02-04 21:15:00,
206,21.5,26.0,0.0,502.0,0.0041210499692655,2015-02-04 21:16:00,
207,21.5,26.0,0.0,503.5,0.0041210499692655,2015-02-04 21:16:59,
208,21.5,26.0,0.0,500.666666666667,0.0041210499692655,2015-02-04 21:17:59,
209,21.5,26.0,0.0,493.0,0.0041210499692655,2015-02-04 21:19:00,
210,21.5,26.0,0.0,492.5,0.0041210499692655,2015-02-04 21:20:00,
211,21.5,26.0,0.0,493.0,0.0041210499692655,2015-02-04 21:21:00,
212,21.5,25.89,0.0,495.5,0.0041034997331217,2015-02-04 21:22:00,
213,21.5,26.0,0.0,492.666666666667,0.0041210499692655,2015-02-04 21:23:00,
214,21.5,26.0,0.0,490.0,0.0041210499692655,2015-02-04 21:23:59,
215,21.5,25.9266666666667,0.0,493.0,0.0041093497025164,2015-02-04 21:24:59,
216,21.5,25.89,0.0,494.666666666667,0.0041034997331217,2015-02-04 21:26:00,
217,21.5,25.89,0.0,496.0,0.0041034997331217,2015-02-04 21:27:00,
218,21.5,25.89,0.0,491.0,0.0041034997331217,2015-02-04 21:28:00,
219,21.5,25.84,0.0,490.5,0.0040955226782985,2015-02-04 21:29:00,
220,21.5,25.84,0.0,490.0,0.0040955226782985,2015-02-04 21:29:59,
221,21.5,25.89,0.0,491.0,0.0041034997331217,2015-02-04 21:30:59,
222,21.5,25.89,0.0,491.666666666667,0.0041034997331217,2015-02-04 21:32:00,
223,21.5,25.89,0.0,493.5,0.0041034997331217,2015-02-04 21:33:00,
224,21.4725,25.865,0.0,493.75,0.0040925677695015,2015-02-04 21:34:00,
225,21.5,25.84,0.0,490.0,0.0040955226782985,2015-02-04 21:35:00,
226,21.5,25.79,0.0,488.0,0.0040875458267406,2015-02-04 21:36:00,
227,21.5,25.79,0.0,490.0,0.0040875458267406,2015-02-04 21:36:59,
228,21.5,25.79,0.0,487.0,0.0040875458267406,2015-02-04 21:38:00,
229,21.445,25.745,0.0,492.5,0.0040665556071492,2015-02-04 21:39:00,
230,21.445,25.745,0.0,493.5,0.0040665556071492,2015-02-04 21:40:00,
231,21.4633333333333,25.76,0.0,493.333333333333,0.0040735423039188,2015-02-04 21:40:59,
232,21.445,25.745,0.0,488.0,0.0040665556071492,2015-02-04 21:42:00,
233,21.5,25.79,0.0,487.5,0.0040875458267406,2015-02-04 21:42:59,
234,21.4266666666667,25.73,0.0,485.333333333333,0.0040595789370638,2015-02-04 21:43:59,
235,21.39,25.7,0.0,484.0,0.0040456556277947,2015-02-04 21:45:00,
236,21.39,25.7,0.0,489.0,0.0040456556277947,2015-02-04 21:46:00,
237,21.445,25.745,0.0,488.0,0.0040665556071492,2015-02-04 21:47:00,
238,21.5,25.79,0.0,493.0,0.0040875458267406,2015-02-04 21:48:00,
239,21.39,25.7,0.0,491.0,0.0040456556277947,2015-02-04 21:49:00,
240,21.445,25.745,0.0,488.0,0.0040665556071492,2015-02-04 21:49:59,
241,21.445,25.745,0.0,487.25,0.0040665556071492,2015-02-04 21:51:00,
242,21.39,25.7,0.0,489.0,0.0040456556277947,2015-02-04 21:52:00,
243,21.5,25.79,0.0,489.0,0.0040875458267406,2015-02-04 21:53:00,
244,21.39,25.7,0.0,486.0,0.0040456556277947,2015-02-04 21:53:59,
245,21.4266666666667,25.73,0.0,484.666666666667,0.0040595789370638,2015-02-04 21:55:00,
246,21.39,25.7,0.0,485.0,0.0040456556277947,2015-02-04 21:55:59,
247,21.39,25.7,0.0,487.0,0.0040456556277947,2015-02-04 21:56:59,
248,21.39,25.7,0.0,492.0,0.0040456556277947,2015-02-04 21:58:00,
249,21.39,25.7,0.0,490.666666666667,0.0040456556277947,2015-02-04 21:59:00,
250,21.39,25.7,0.0,488.0,0.0040456556277947,2015-02-04 22:00:00,
251,21.39,25.7,0.0,485.5,0.0040456556277947,2015-02-04 22:01:00,
252,21.39,25.7,0.0,486.0,0.0040456556277947,2015-02-04 22:01:59,
253,21.39,25.7,0.0,485.5,0.0040456556277947,2015-02-04 22:02:59,
254,21.39,25.7,0.0,486.0,0.0040456556277947,2015-02-04 22:04:00,
255,21.39,25.7,0.0,480.0,0.0040456556277947,2015-02-04 22:05:00,
256,21.39,25.7,0.0,481.0,0.0040456556277947,2015-02-04 22:06:00,
257,21.39,25.7,0.0,481.666666666667,0.0040456556277947,2015-02-04 22:07:00,
258,21.39,25.7,0.0,485.5,0.0040456556277947,2015-02-04 22:08:00,
259,21.39,25.7,0.0,485.0,0.0040456556277947,2015-02-04 22:08:59,
260,21.39,25.7,0.0,473.0,0.0040456556277947,2015-02-04 22:09:59,
261,21.39,25.7,0.0,475.0,0.0040456556277947,2015-02-04 22:11:00,
262,21.39,25.7,0.0,486.0,0.0040456556277947,2015-02-04 22:12:00,
263,21.39,25.7,0.0,481.5,0.0040456556277947,2015-02-04 22:13:00,
264,21.39,25.7,0.0,483.0,0.0040456556277947,2015-02-04 22:14:00,
265,21.39,25.7,0.0,479.0,0.0040456556277947,2015-02-04 22:14:59,
266,21.39,25.7,0.0,479.0,0.0040456556277947,2015-02-04 22:15:59,
267,21.39,25.7,0.0,479.0,0.0040456556277947,2015-02-04 22:17:00,
268,21.34,25.7,0.0,479.0,0.0040331952510965,2015-02-04 22:18:00,
269,21.39,25.7,0.0,479.0,0.0040456556277947,2015-02-04 22:19:00,
270,21.39,25.7,0.0,477.0,0.0040456556277947,2015-02-04 22:20:00,
271,21.39,25.7,0.0,477.5,0.0040456556277947,2015-02-04 22:21:00,
272,21.29,25.7,0.0,477.5,0.0040207687259132,2015-02-04 22:21:59,
273,21.34,25.7,0.0,480.0,0.0040331952510965,2015-02-04 22:23:00,
274,21.29,25.7,0.0,480.0,0.0040207687259132,2015-02-04 22:24:00,
275,21.34,25.7,0.0,482.0,0.0040331952510965,2015-02-04 22:25:00,
276,21.3233333333333,25.7,0.0,480.333333333333,0.00402904931868,2015-02-04 22:25:59,
277,21.34,25.7,0.0,477.5,0.0040331952510965,2015-02-04 22:27:00,
278,21.29,25.7,0.0,476.0,0.0040207687259132,2015-02-04 22:27:59,
279,21.39,25.7,0.0,479.0,0.0040456556277947,2015-02-04 22:28:59,
280,21.39,25.7,0.0,471.0,0.0040456556277947,2015-02-04 22:30:00,
281,21.29,25.7,0.0,474.0,0.0040207687259132,2015-02-04 22:31:00,
282,21.29,25.7,0.0,477.5,0.0040207687259132,2015-02-04 22:32:00,
283,21.34,25.7,0.0,476.0,0.0040331952510965,2015-02-04 22:33:00,
284,21.29,25.7,0.0,474.25,0.0040207687259132,2015-02-04 22:34:00,
285,21.39,25.7,0.0,475.0,0.0040456556277947,2015-02-04 22:34:59,
286,21.29,25.7,0.0,476.5,0.0040207687259132,2015-02-04 22:36:00,
287,21.34,25.7,0.0,474.5,0.0040331952510965,2015-02-04 22:37:00,
288,21.29,25.7,0.0,478.0,0.0040207687259132,2015-02-04 22:38:00,
289,21.29,25.7,0.0,475.333333333333,0.0040207687259132,2015-02-04 22:38:59,
290,21.29,25.7,0.0,477.0,0.0040207687259132,2015-02-04 22:40:00,
291,21.29,25.7,0.0,475.5,0.0040207687259132,2015-02-04 22:40:59,
292,21.29,25.7,0.0,477.5,0.0040207687259132,2015-02-04 22:41:59,
293,21.29,25.7,0.0,477.5,0.0040207687259132,2015-02-04 22:43:00,
294,21.29,25.7,0.0,478.0,0.0040207687259132,2015-02-04 22:44:00,
295,21.29,25.7,0.0,473.5,0.0040207687259132,2015-02-04 22:45:00,
296,21.29,25.7,0.0,472.5,0.0040207687259132,2015-02-04 22:46:00,
297,21.29,25.7,0.0,472.0,0.0040207687259132,2015-02-04 22:46:59,
298,21.29,25.7,0.0,469.5,0.0040207687259132,2015-02-04 22:47:59,
299,21.29,25.7,0.0,466.666666666667,0.0040207687259132,2015-02-04 22:49:00,
300,21.29,25.7,0.0,467.0,0.0040207687259132,2015-02-04 22:50:00,
301,21.29,25.7,0.0,469.5,0.0040207687259132,2015-02-04 22:51:00,
302,21.2,25.6,0.0,469.0,0.0039828280977347,2015-02-04 22:52:00,
303,21.29,25.7,0.0,471.0,0.0040207687259132,2015-02-04 22:53:00,
304,21.29,25.7,0.0,469.0,0.0040207687259132,2015-02-04 22:53:59,
305,21.26,25.6666666666667,0.0,467.333333333333,0.0040080901284194,2015-02-04 22:54:59,
306,21.245,25.65,0.0,471.5,0.0040017627376905,2015-02-04 22:56:00,
307,21.23,25.6333333333333,0.0,471.666666666667,0.0039954432745418,2015-02-04 22:57:00,
308,21.29,25.7,0.0,475.0,0.0040207687259132,2015-02-04 22:58:00,
309,21.2,25.6,0.0,471.0,0.0039828280977347,2015-02-04 22:59:00,
310,21.2,25.6,0.0,471.0,0.0039828280977347,2015-02-04 22:59:59,
311,21.245,25.65,0.0,471.0,0.0040017627376905,2015-02-04 23:00:59,
312,21.245,25.65,0.0,474.5,0.0040017627376905,2015-02-04 23:02:00,
313,21.2,25.6,0.0,475.5,0.0039828280977347,2015-02-04 23:03:00,
314,21.2,25.6,0.0,474.0,0.0039828280977347,2015-02-04 23:04:00,
315,21.2,25.6,0.0,469.0,0.0039828280977347,2015-02-04 23:05:00,
316,21.2,25.6,0.0,474.0,0.0039828280977347,2015-02-04 23:06:00,
317,21.2,25.6,0.0,474.0,0.0039828280977347,2015-02-04 23:06:59,
318,21.2,25.6,0.0,468.5,0.0039828280977347,2015-02-04 23:08:00,
319,21.2,25.6,0.0,469.5,0.0039828280977347,2015-02-04 23:09:00,
320,21.2,25.6,0.0,472.5,0.0039828280977347,2015-02-04 23:10:00,
321,21.2,25.6,0.0,467.5,0.0039828280977347,2015-02-04 23:10:59,
322,21.2,25.6,0.0,469.0,0.0039828280977347,2015-02-04 23:12:00,
323,21.2,25.55,0.0,466.5,0.0039749994237992,2015-02-04 23:12:59,
324,21.2,25.5,0.0,469.5,0.0039671709456754,2015-02-04 23:13:59,
325,21.2,25.5,0.0,469.0,0.0039671709456754,2015-02-04 23:15:00,
326,21.2,25.5,0.0,467.0,0.0039671709456754,2015-02-04 23:16:00,
327,21.2,25.5,0.0,467.333333333333,0.0039671709456754,2015-02-04 23:17:00,
328,21.2,25.5,0.0,467.0,0.0039671709456754,2015-02-04 23:18:00,
329,21.2,25.5,0.0,464.5,0.0039671709456754,2015-02-04 23:19:00,
330,21.2,25.445,0.0,466.0,0.0039585598458929,2015-02-04 23:19:59,
331,21.2,25.5,0.0,473.0,0.0039671709456754,2015-02-04 23:21:00,
332,21.2,25.39,0.0,475.0,0.0039499489830239,2015-02-04 23:22:00,
333,21.2,25.39,0.0,471.0,0.0039499489830239,2015-02-04 23:23:00,
334,21.2,25.39,0.0,470.0,0.0039499489830239,2015-02-04 23:23:59,
335,21.2,25.39,0.0,466.25,0.0039499489830239,2015-02-04 23:25:00,
